id,grado,nivel,scores,tiempo,resultado,juego
2588,2,2,7,12,NO APRENDIO,2
2589,6,2,19,14,NO APRENDIO,2
2590,1,1,10,26,NO APRENDIO,2
2591,4,3,30,24,NO APRENDIO,2
2592,2,3,2,22,APRENDIO,2
2593,1,2,13,4,NO APRENDIO,2
2594,4,1,28,28,NO APRENDIO,2
2595,6,2,26,41,NO APRENDIO,2
2596,1,3,16,46,NO APRENDIO,2
2597,1,3,27,21,NO APRENDIO,2
2598,6,3,20,18,NO APRENDIO,2
2599,2,3,22,39,NO APRENDIO,2
2600,3,1,2,50,NO APRENDIO,2
2601,1,3,4,13,APRENDIO,2
2602,4,3,2,13,APRENDIO,2
2603,3,2,1,41,NO APRENDIO,2
2604,1,2,30,47,NO APRENDIO,2
2605,6,1,19,24,NO APRENDIO,2
2606,3,2,25,12,NO APRENDIO,2
2607,2,1,26,20,NO APRENDIO,2
2608,4,3,4,36,NO APRENDIO,2
2609,1,2,15,4,NO APRENDIO,2
2610,4,3,30,13,NO APRENDIO,2
2611,6,2,11,1,NO APRENDIO,2
2612,4,3,5,19,APRENDIO,2
2613,1,1,8,30,NO APRENDIO,2
2614,2,1,1,7,APRENDIO,2
2615,5,2,2,6,APRENDIO,2
2616,2,2,28,30,NO APRENDIO,2
2617,3,2,12,16,NO APRENDIO,2
2618,2,1,6,50,NO APRENDIO,2
2619,3,2,4,48,NO APRENDIO,2
2620,6,3,7,12,APRENDIO,2
2621,2,1,14,11,NO APRENDIO,2
2622,5,3,30,21,NO APRENDIO,2
2623,5,3,4,44,NO APRENDIO,2
2624,5,1,27,22,NO APRENDIO,2
2625,6,3,22,2,NO APRENDIO,2
2626,5,1,25,15,NO APRENDIO,2
2627,3,1,1,9,APRENDIO,2
2628,2,1,20,25,NO APRENDIO,2
2629,4,2,25,49,NO APRENDIO,2
2630,3,3,9,23,APRENDIO,2
2631,3,3,1,11,APRENDIO,2
2632,1,1,6,13,NO APRENDIO,2
2633,6,1,26,29,NO APRENDIO,2
2634,3,3,14,1,NO APRENDIO,2
2635,4,2,23,30,NO APRENDIO,2
2636,1,1,7,47,NO APRENDIO,2
2637,1,1,24,44,NO APRENDIO,2
2638,5,2,9,38,NO APRENDIO,2
2639,5,3,30,13,NO APRENDIO,2
2640,3,1,28,18,NO APRENDIO,2
2641,4,1,18,28,NO APRENDIO,2
2642,1,3,20,1,NO APRENDIO,2
2643,1,2,11,44,NO APRENDIO,2
2644,4,3,18,2,NO APRENDIO,2
2645,2,1,25,38,NO APRENDIO,2
2646,6,3,2,18,APRENDIO,2
2647,2,3,24,11,NO APRENDIO,2
2648,6,3,11,2,NO APRENDIO,2
2649,3,1,9,15,NO APRENDIO,2
2650,1,3,3,17,APRENDIO,2
2651,4,3,16,41,NO APRENDIO,2
2652,6,2,7,14,NO APRENDIO,2
2653,3,3,1,29,APRENDIO,2
2654,4,1,6,5,NO APRENDIO,2
2655,2,1,28,4,NO APRENDIO,2
2656,4,3,3,30,APRENDIO,2
2657,4,1,29,28,NO APRENDIO,2
2658,6,1,10,40,NO APRENDIO,2
2659,1,2,27,32,NO APRENDIO,2
2660,1,2,8,40,NO APRENDIO,2
2661,3,1,17,37,NO APRENDIO,2
2662,5,3,5,23,APRENDIO,2
2663,6,1,13,12,NO APRENDIO,2
2664,2,3,20,35,NO APRENDIO,2
2665,5,1,20,33,NO APRENDIO,2
2666,1,3,26,49,NO APRENDIO,2
2667,3,3,7,25,APRENDIO,2
2668,6,3,16,7,NO APRENDIO,2
2669,3,2,3,26,NO APRENDIO,2
2670,4,3,19,14,NO APRENDIO,2
2671,5,3,10,47,NO APRENDIO,2
2672,4,3,22,30,NO APRENDIO,2
2673,6,1,28,42,NO APRENDIO,2
2674,3,3,22,42,NO APRENDIO,2
2675,6,1,23,48,NO APRENDIO,2
2676,1,3,19,31,NO APRENDIO,2
2677,2,3,15,1,NO APRENDIO,2
2678,4,1,7,27,NO APRENDIO,2
2679,3,1,9,7,NO APRENDIO,2
2680,2,1,19,45,NO APRENDIO,2
2681,1,2,24,30,NO APRENDIO,2
2682,1,2,20,37,NO APRENDIO,2
2683,6,1,13,34,NO APRENDIO,2
2684,1,3,11,45,NO APRENDIO,2
2685,2,2,10,35,NO APRENDIO,2
2686,2,1,21,41,NO APRENDIO,2
2687,2,3,4,4,APRENDIO,2
2688,2,1,13,16,NO APRENDIO,2
2689,4,3,30,3,NO APRENDIO,2
2690,1,2,11,48,NO APRENDIO,2
2691,3,3,7,29,APRENDIO,2
2692,4,3,27,13,NO APRENDIO,2
2693,4,3,12,5,NO APRENDIO,2
2694,3,1,10,8,NO APRENDIO,2
2695,1,3,10,23,NO APRENDIO,2
2696,1,1,18,50,NO APRENDIO,2
2697,3,3,5,22,APRENDIO,2
2698,6,3,14,50,NO APRENDIO,2
2699,3,2,6,23,NO APRENDIO,2
2700,1,2,28,17,NO APRENDIO,2
2701,2,3,16,6,NO APRENDIO,2
2702,4,3,6,39,NO APRENDIO,2
2703,4,3,27,16,NO APRENDIO,2
2704,4,3,17,30,NO APRENDIO,2
2705,1,1,10,35,NO APRENDIO,2
2706,1,2,26,48,NO APRENDIO,2
2707,5,3,13,8,NO APRENDIO,2
2708,4,3,28,9,NO APRENDIO,2
2709,1,3,9,39,NO APRENDIO,2
2710,4,3,25,27,NO APRENDIO,2
2711,6,1,12,24,NO APRENDIO,2
2712,2,1,12,35,NO APRENDIO,2
2713,4,3,13,1,NO APRENDIO,2
2714,4,2,10,47,NO APRENDIO,2
2715,5,2,2,21,APRENDIO,2
2716,4,3,10,3,NO APRENDIO,2
2717,5,2,6,25,NO APRENDIO,2
2718,5,2,29,36,NO APRENDIO,2
2719,5,1,6,3,NO APRENDIO,2
2720,3,3,5,37,NO APRENDIO,2
2721,1,3,3,39,NO APRENDIO,2
2722,4,1,10,27,NO APRENDIO,2
2723,6,2,6,50,NO APRENDIO,2
2724,4,3,14,17,NO APRENDIO,2
2725,5,3,15,20,NO APRENDIO,2
2726,4,3,5,9,APRENDIO,2
2727,5,2,11,32,NO APRENDIO,2
2728,2,3,25,50,NO APRENDIO,2
2729,1,3,22,2,NO APRENDIO,2
2730,1,1,28,18,NO APRENDIO,2
2731,5,1,17,29,NO APRENDIO,2
2732,1,3,25,2,NO APRENDIO,2
2733,3,2,9,25,NO APRENDIO,2
2734,6,3,19,50,NO APRENDIO,2
2735,5,2,14,46,NO APRENDIO,2
2736,2,3,26,8,NO APRENDIO,2
2737,3,3,30,14,NO APRENDIO,2
2738,6,2,24,7,NO APRENDIO,2
2739,6,3,30,37,NO APRENDIO,2
2740,4,1,11,48,NO APRENDIO,2
2741,6,1,20,37,NO APRENDIO,2
2742,1,2,5,45,NO APRENDIO,2
2743,2,2,28,2,NO APRENDIO,2
2744,1,2,28,9,NO APRENDIO,2
2745,3,1,9,10,NO APRENDIO,2
2746,4,3,17,33,NO APRENDIO,2
2747,3,2,13,18,NO APRENDIO,2
2748,4,3,7,1,APRENDIO,2
2749,1,2,24,32,NO APRENDIO,2
2750,1,3,4,3,APRENDIO,2
2751,6,3,1,7,APRENDIO,2
2752,2,2,15,14,NO APRENDIO,2
2753,3,3,12,41,NO APRENDIO,2
2754,5,2,12,5,NO APRENDIO,2
2755,2,2,2,39,NO APRENDIO,2
2756,2,1,7,49,NO APRENDIO,2
2757,5,2,15,10,NO APRENDIO,2
2758,6,3,15,3,NO APRENDIO,2
2759,2,1,3,14,APRENDIO,2
2760,1,3,3,20,APRENDIO,2
2761,4,2,3,45,NO APRENDIO,2
2762,6,2,2,13,APRENDIO,2
2763,3,2,21,32,NO APRENDIO,2
2764,5,2,26,40,NO APRENDIO,2
2765,2,2,6,7,NO APRENDIO,2
2766,6,3,12,13,NO APRENDIO,2
2767,3,3,12,3,NO APRENDIO,2
2768,3,3,16,38,NO APRENDIO,2
2769,4,3,3,43,NO APRENDIO,2
2770,5,1,26,2,NO APRENDIO,2
2771,4,1,17,44,NO APRENDIO,2
2772,5,3,29,22,NO APRENDIO,2
2773,1,3,13,30,NO APRENDIO,2
2774,2,3,19,8,NO APRENDIO,2
2775,2,1,10,40,NO APRENDIO,2
2776,3,2,5,3,APRENDIO,2
2777,1,1,16,30,NO APRENDIO,2
2778,1,2,5,19,APRENDIO,2
2779,1,3,5,49,NO APRENDIO,2
2780,1,1,12,5,NO APRENDIO,2
2781,4,2,12,24,NO APRENDIO,2
2782,4,3,7,31,APRENDIO,2
2783,3,3,14,41,NO APRENDIO,2
2784,2,3,8,39,NO APRENDIO,2
2785,3,2,12,37,NO APRENDIO,2
2786,4,1,11,15,NO APRENDIO,2
2787,5,1,23,37,NO APRENDIO,2
2788,2,1,5,47,NO APRENDIO,2
2789,4,2,21,46,NO APRENDIO,2
2790,5,2,9,2,NO APRENDIO,2
2791,6,1,1,17,NO APRENDIO,2
2792,3,2,2,36,NO APRENDIO,2
2793,2,1,18,42,NO APRENDIO,2
2794,3,1,27,38,NO APRENDIO,2
2795,5,1,3,43,NO APRENDIO,2
2796,4,3,16,16,NO APRENDIO,2
2797,1,1,15,6,NO APRENDIO,2
2798,5,2,25,19,NO APRENDIO,2
2799,5,3,23,7,NO APRENDIO,2
2800,4,3,16,33,NO APRENDIO,2
2801,1,3,18,37,NO APRENDIO,2
2802,4,1,19,21,NO APRENDIO,2
2803,6,1,7,6,NO APRENDIO,2
2804,3,3,8,28,APRENDIO,2
2805,5,1,11,17,NO APRENDIO,2
2806,3,1,29,4,NO APRENDIO,2
2807,4,2,19,6,NO APRENDIO,2
2808,1,1,13,29,NO APRENDIO,2
2809,3,3,27,11,NO APRENDIO,2
2810,6,2,15,29,NO APRENDIO,2
2811,2,1,28,36,NO APRENDIO,2
2812,5,3,28,5,NO APRENDIO,2
2813,3,1,26,17,NO APRENDIO,2
2814,4,1,17,19,NO APRENDIO,2
2815,5,1,30,12,NO APRENDIO,2
2816,2,2,11,14,NO APRENDIO,2
2817,6,1,21,26,NO APRENDIO,2
2818,3,1,10,38,NO APRENDIO,2
2819,4,2,7,3,NO APRENDIO,2
2820,2,1,19,34,NO APRENDIO,2
2821,4,1,4,1,APRENDIO,2
2822,1,3,30,12,NO APRENDIO,2
2823,3,3,20,44,NO APRENDIO,2
2824,3,2,19,42,NO APRENDIO,2
2825,2,2,16,43,NO APRENDIO,2
2826,3,1,13,41,NO APRENDIO,2
2827,6,3,24,49,NO APRENDIO,2
2828,6,2,20,43,NO APRENDIO,2
2829,6,1,4,30,NO APRENDIO,2
2830,6,2,3,34,NO APRENDIO,2
2831,2,2,20,35,NO APRENDIO,2
2832,2,3,30,30,NO APRENDIO,2
2833,5,3,6,36,NO APRENDIO,2
2834,2,2,8,31,NO APRENDIO,2
2835,2,3,28,3,NO APRENDIO,2
2836,5,1,26,13,NO APRENDIO,2
2837,1,3,25,29,NO APRENDIO,2
2838,5,3,3,17,APRENDIO,2
2839,6,1,15,18,NO APRENDIO,2
2840,4,1,4,32,NO APRENDIO,2
2841,3,2,3,25,APRENDIO,2
2842,4,1,12,11,NO APRENDIO,2
2843,3,2,5,23,APRENDIO,2
2844,6,1,18,13,NO APRENDIO,2
2845,5,3,14,20,NO APRENDIO,2
2846,4,2,2,39,NO APRENDIO,2
2847,2,2,27,10,NO APRENDIO,2
2848,2,2,4,4,APRENDIO,2
2849,2,1,14,24,NO APRENDIO,2
2850,2,3,13,33,NO APRENDIO,2
2851,5,1,10,50,NO APRENDIO,2
2852,4,2,14,37,NO APRENDIO,2
2853,3,1,5,2,NO APRENDIO,2
2854,6,2,10,34,NO APRENDIO,2
2855,2,1,6,29,NO APRENDIO,2
2856,5,1,21,22,NO APRENDIO,2
2857,5,2,29,13,NO APRENDIO,2
2858,1,3,18,49,NO APRENDIO,2
2859,5,2,23,22,NO APRENDIO,2
2860,1,2,26,18,NO APRENDIO,2
2861,2,2,29,50,NO APRENDIO,2
2862,6,1,3,39,NO APRENDIO,2
2863,4,3,1,41,NO APRENDIO,2
2864,4,3,18,27,NO APRENDIO,2
2865,4,1,12,39,NO APRENDIO,2
2866,2,1,27,18,NO APRENDIO,2
2867,4,2,20,12,NO APRENDIO,2
2868,6,2,30,12,NO APRENDIO,2
2869,5,2,14,36,NO APRENDIO,2
2870,1,1,11,5,NO APRENDIO,2
2871,2,3,11,37,NO APRENDIO,2
2872,4,1,7,14,NO APRENDIO,2
2873,4,2,30,38,NO APRENDIO,2
2874,2,2,14,35,NO APRENDIO,2
2875,4,3,2,25,APRENDIO,2
2876,1,2,27,11,NO APRENDIO,2
2877,3,3,7,19,APRENDIO,2
2878,6,3,20,37,NO APRENDIO,2
2879,5,2,19,17,NO APRENDIO,2
2880,4,1,5,35,NO APRENDIO,2
2881,4,2,17,10,NO APRENDIO,2
2882,2,2,1,5,APRENDIO,2
2883,5,2,10,26,NO APRENDIO,2
2884,2,1,13,26,NO APRENDIO,2
2885,1,3,26,17,NO APRENDIO,2
2886,4,2,13,44,NO APRENDIO,2
2887,3,1,22,4,NO APRENDIO,2
2888,1,3,12,35,NO APRENDIO,2
2889,6,1,15,23,NO APRENDIO,2
2890,5,3,22,32,NO APRENDIO,2
2891,1,2,21,47,NO APRENDIO,2
2892,3,2,22,3,NO APRENDIO,2
2893,2,2,9,2,NO APRENDIO,2
2894,3,3,20,9,NO APRENDIO,2
2895,5,1,29,28,NO APRENDIO,2
2896,3,2,2,36,NO APRENDIO,2
2897,1,1,16,28,NO APRENDIO,2
2898,6,2,5,33,NO APRENDIO,2
2899,3,1,14,50,NO APRENDIO,2
2900,3,1,4,10,APRENDIO,2
2901,4,2,19,12,NO APRENDIO,2
2902,1,2,22,50,NO APRENDIO,2
2903,2,3,29,50,NO APRENDIO,2
2904,6,3,22,6,NO APRENDIO,2
2905,4,3,16,47,NO APRENDIO,2
2906,5,3,14,47,NO APRENDIO,2
2907,1,2,22,6,NO APRENDIO,2
2908,5,1,8,26,NO APRENDIO,2
2909,4,1,7,43,NO APRENDIO,2
2910,6,1,29,18,NO APRENDIO,2
2911,5,3,8,1,APRENDIO,2
2912,4,2,26,27,NO APRENDIO,2
2913,6,1,29,41,NO APRENDIO,2
2914,6,1,11,36,NO APRENDIO,2
2915,6,3,22,2,NO APRENDIO,2
2916,1,2,6,33,NO APRENDIO,2
2917,4,2,7,28,NO APRENDIO,2
2918,5,2,19,49,NO APRENDIO,2
2919,5,1,4,4,APRENDIO,2
2920,4,1,3,37,NO APRENDIO,2
2921,1,3,26,50,NO APRENDIO,2
2922,5,1,8,6,NO APRENDIO,2
2923,4,3,8,36,NO APRENDIO,2
2924,6,3,9,17,APRENDIO,2
2925,1,2,26,16,NO APRENDIO,2
2926,1,2,29,43,NO APRENDIO,2
2927,3,3,2,3,APRENDIO,2
2928,2,2,5,4,APRENDIO,2
2929,4,1,9,12,NO APRENDIO,2
2930,3,1,8,24,NO APRENDIO,2
2931,1,3,24,27,NO APRENDIO,2
2932,1,1,24,45,NO APRENDIO,2
2933,3,3,19,16,NO APRENDIO,2
2934,3,2,17,43,NO APRENDIO,2
2935,6,2,8,21,NO APRENDIO,2
2936,3,2,11,7,NO APRENDIO,2
2937,2,1,22,13,NO APRENDIO,2
2938,5,3,18,35,NO APRENDIO,2
2939,1,2,21,26,NO APRENDIO,2
2940,5,1,21,43,NO APRENDIO,2
2941,4,2,20,1,NO APRENDIO,2
2942,5,1,10,22,NO APRENDIO,2
2943,3,3,19,21,NO APRENDIO,2
2944,2,3,13,36,NO APRENDIO,2
2945,3,2,13,41,NO APRENDIO,2
2946,6,3,29,6,NO APRENDIO,2
2947,2,1,11,20,NO APRENDIO,2
2948,5,2,11,11,NO APRENDIO,2
2949,5,3,24,42,NO APRENDIO,2
2950,5,1,15,34,NO APRENDIO,2
2951,2,2,19,3,NO APRENDIO,2
2952,6,2,13,26,NO APRENDIO,2
2953,2,1,20,9,NO APRENDIO,2
2954,2,1,8,15,NO APRENDIO,2
2955,5,1,17,21,NO APRENDIO,2
2956,5,1,20,21,NO APRENDIO,2
2957,6,2,3,1,APRENDIO,2
2958,2,1,7,17,NO APRENDIO,2
2959,5,3,14,8,NO APRENDIO,2
2960,2,1,24,39,NO APRENDIO,2
2961,2,2,28,45,NO APRENDIO,2
2962,5,1,30,33,NO APRENDIO,2
2963,6,1,26,2,NO APRENDIO,2
2964,1,2,15,22,NO APRENDIO,2
2965,2,1,5,26,NO APRENDIO,2
2966,2,3,9,30,APRENDIO,2
2967,4,3,1,38,NO APRENDIO,2
2968,6,1,18,29,NO APRENDIO,2
2969,3,2,14,39,NO APRENDIO,2
2970,1,3,16,20,NO APRENDIO,2
2971,4,2,10,13,NO APRENDIO,2
2972,6,3,4,8,APRENDIO,2
2973,5,3,26,9,NO APRENDIO,2
2974,4,1,16,48,NO APRENDIO,2
2975,3,2,30,9,NO APRENDIO,2
2976,4,1,12,24,NO APRENDIO,2
2977,3,1,2,41,NO APRENDIO,2
2978,5,3,15,24,NO APRENDIO,2
2979,5,3,3,22,APRENDIO,2
2980,6,3,3,15,APRENDIO,2
2981,4,3,6,39,NO APRENDIO,2
2982,4,2,9,10,NO APRENDIO,2
2983,5,2,15,40,NO APRENDIO,2
2984,5,3,29,29,NO APRENDIO,2
2985,3,3,3,6,APRENDIO,2
2986,5,1,9,4,NO APRENDIO,2
2987,3,3,16,31,NO APRENDIO,2
2988,3,2,14,27,NO APRENDIO,2
2989,2,2,15,2,NO APRENDIO,2
2990,6,3,6,7,APRENDIO,2
2991,3,2,11,20,NO APRENDIO,2
2992,5,3,11,8,NO APRENDIO,2
2993,1,3,21,43,NO APRENDIO,2
2994,6,2,6,27,NO APRENDIO,2
2995,2,3,19,47,NO APRENDIO,2
2996,2,3,8,49,NO APRENDIO,2
2997,4,1,19,44,NO APRENDIO,2
2998,2,1,4,45,NO APRENDIO,2
2999,5,2,14,26,NO APRENDIO,2
3000,4,2,1,10,APRENDIO,2
3001,5,1,25,6,NO APRENDIO,2
3002,6,3,16,4,NO APRENDIO,2
3003,2,1,10,17,NO APRENDIO,2
3004,3,2,1,3,APRENDIO,2
3005,1,3,19,23,NO APRENDIO,2
3006,4,2,13,18,NO APRENDIO,2
3007,2,3,11,31,NO APRENDIO,2
3008,3,3,28,25,NO APRENDIO,2
3009,5,1,16,6,NO APRENDIO,2
3010,3,1,12,49,NO APRENDIO,2
3011,3,2,9,31,NO APRENDIO,2
3012,2,2,26,34,NO APRENDIO,2
3013,6,2,1,48,NO APRENDIO,2
3014,2,1,6,4,NO APRENDIO,2
3015,1,3,17,36,NO APRENDIO,2
3016,1,3,10,45,NO APRENDIO,2
3017,3,1,22,4,NO APRENDIO,2
3018,3,2,25,49,NO APRENDIO,2
3019,1,2,14,33,NO APRENDIO,2
3020,6,3,20,2,NO APRENDIO,2
3021,2,2,10,26,NO APRENDIO,2
3022,3,1,3,50,NO APRENDIO,2
3023,5,3,4,47,NO APRENDIO,2
3024,3,3,18,14,NO APRENDIO,2
3025,6,3,28,44,NO APRENDIO,2
3026,5,3,11,50,NO APRENDIO,2
3027,1,2,16,28,NO APRENDIO,2
3028,2,1,11,27,NO APRENDIO,2
3029,1,1,1,17,NO APRENDIO,2
3030,5,2,30,32,NO APRENDIO,2
3031,4,3,1,22,APRENDIO,2
3032,4,2,27,14,NO APRENDIO,2
3033,1,1,16,23,NO APRENDIO,2
3034,5,1,4,26,NO APRENDIO,2
3035,5,1,16,42,NO APRENDIO,2
3036,2,2,6,13,NO APRENDIO,2
3037,6,2,8,37,NO APRENDIO,2
3038,3,1,6,27,NO APRENDIO,2
3039,3,3,1,19,APRENDIO,2
3040,6,2,7,44,NO APRENDIO,2
3041,3,1,20,17,NO APRENDIO,2
3042,6,2,22,2,NO APRENDIO,2
3043,4,3,12,9,NO APRENDIO,2
3044,3,1,1,1,APRENDIO,2
3045,4,3,3,38,NO APRENDIO,2
3046,3,2,29,37,NO APRENDIO,2
3047,6,1,10,45,NO APRENDIO,2
3048,4,3,21,21,NO APRENDIO,2
3049,2,3,18,35,NO APRENDIO,2
3050,3,2,18,46,NO APRENDIO,2
3051,2,1,19,10,NO APRENDIO,2
3052,5,2,23,38,NO APRENDIO,2
3053,3,2,2,14,APRENDIO,2
3054,4,2,10,11,NO APRENDIO,2
3055,6,2,28,3,NO APRENDIO,2
3056,1,2,11,21,NO APRENDIO,2
3057,2,3,17,32,NO APRENDIO,2
3058,1,1,20,1,NO APRENDIO,2
3059,3,1,14,2,NO APRENDIO,2
3060,5,2,10,22,NO APRENDIO,2
3061,1,1,10,32,NO APRENDIO,2
3062,2,1,1,34,NO APRENDIO,2
3063,6,3,25,33,NO APRENDIO,2
3064,2,2,2,41,NO APRENDIO,2
3065,1,1,14,35,NO APRENDIO,2
3066,4,1,14,46,NO APRENDIO,2
3067,1,2,28,3,NO APRENDIO,2
3068,6,1,27,36,NO APRENDIO,2
3069,6,2,5,49,NO APRENDIO,2
3070,6,3,18,39,NO APRENDIO,2
3071,6,3,22,20,NO APRENDIO,2
3072,6,3,16,49,NO APRENDIO,2
3073,6,2,21,50,NO APRENDIO,2
3074,1,2,16,20,NO APRENDIO,2
3075,1,2,30,47,NO APRENDIO,2
3076,4,2,22,6,NO APRENDIO,2
3077,3,3,21,40,NO APRENDIO,2
3078,3,3,2,13,APRENDIO,2
3079,4,2,1,3,APRENDIO,2
3080,6,3,26,33,NO APRENDIO,2
3081,5,3,3,16,APRENDIO,2
3082,4,1,3,38,NO APRENDIO,2
3083,2,3,14,39,NO APRENDIO,2
3084,6,3,5,33,APRENDIO,2
3085,6,2,19,20,NO APRENDIO,2
3086,4,1,25,41,NO APRENDIO,2
3087,6,3,9,22,APRENDIO,2
3088,6,2,18,10,NO APRENDIO,2
3089,3,1,17,7,NO APRENDIO,2
3090,5,1,13,44,NO APRENDIO,2
3091,6,2,19,18,NO APRENDIO,2
3092,4,2,28,22,NO APRENDIO,2
3093,6,1,19,35,NO APRENDIO,2
3094,1,2,4,32,NO APRENDIO,2
3095,6,2,5,34,NO APRENDIO,2
3096,5,3,10,1,NO APRENDIO,2
3097,4,2,12,38,NO APRENDIO,2
3098,6,2,13,40,NO APRENDIO,2
3099,6,1,3,26,NO APRENDIO,2
3100,6,2,1,7,APRENDIO,2
3101,3,3,24,38,NO APRENDIO,2
3102,1,2,4,31,NO APRENDIO,2
3103,5,1,1,6,APRENDIO,2
3104,5,2,14,5,NO APRENDIO,2
3105,6,1,23,42,NO APRENDIO,2
3106,1,2,16,45,NO APRENDIO,2
3107,4,1,26,47,NO APRENDIO,2
3108,6,1,7,8,NO APRENDIO,2
3109,5,2,28,36,NO APRENDIO,2
3110,1,2,25,4,NO APRENDIO,2
3111,3,2,11,43,NO APRENDIO,2
3112,4,3,20,28,NO APRENDIO,2
3113,4,2,7,48,NO APRENDIO,2
3114,6,2,20,16,NO APRENDIO,2
3115,4,1,29,29,NO APRENDIO,2
3116,5,2,16,1,NO APRENDIO,2
3117,1,3,21,39,NO APRENDIO,2
3118,3,3,29,19,NO APRENDIO,2
3119,4,1,26,18,NO APRENDIO,2
3120,6,3,26,47,NO APRENDIO,2
3121,2,1,4,32,NO APRENDIO,2
3122,5,2,27,42,NO APRENDIO,2
3123,3,2,14,15,NO APRENDIO,2
3124,4,1,14,39,NO APRENDIO,2
3125,4,2,11,12,NO APRENDIO,2
3126,5,1,23,41,NO APRENDIO,2
3127,1,3,11,10,NO APRENDIO,2
3128,6,1,2,24,NO APRENDIO,2
3129,2,2,8,36,NO APRENDIO,2
3130,3,3,29,37,NO APRENDIO,2
3131,5,2,13,49,NO APRENDIO,2
3132,1,1,20,32,NO APRENDIO,2
3133,2,1,22,11,NO APRENDIO,2
3134,4,2,9,6,NO APRENDIO,2
3135,5,2,26,36,NO APRENDIO,2
3136,5,3,12,50,NO APRENDIO,2
3137,5,3,23,3,NO APRENDIO,2
3138,6,3,1,18,APRENDIO,2
3139,4,2,2,42,NO APRENDIO,2
3140,4,3,30,9,NO APRENDIO,2
3141,6,2,7,21,NO APRENDIO,2
3142,1,2,17,42,NO APRENDIO,2
3143,3,1,10,9,NO APRENDIO,2
3144,5,2,26,22,NO APRENDIO,2
3145,2,3,18,24,NO APRENDIO,2
3146,3,2,29,44,NO APRENDIO,2
3147,3,1,8,5,NO APRENDIO,2
3148,2,1,11,39,NO APRENDIO,2
3149,3,3,13,26,NO APRENDIO,2
3150,2,3,11,28,NO APRENDIO,2
3151,1,3,14,3,NO APRENDIO,2
3152,6,3,6,22,APRENDIO,2
3153,3,1,26,48,NO APRENDIO,2
3154,6,2,25,13,NO APRENDIO,2
3155,3,1,16,37,NO APRENDIO,2
3156,2,2,6,47,NO APRENDIO,2
3157,3,1,7,31,NO APRENDIO,2
3158,2,1,29,43,NO APRENDIO,2
3159,6,3,29,49,NO APRENDIO,2
3160,5,2,12,34,NO APRENDIO,2
3161,4,3,15,5,NO APRENDIO,2
3162,1,3,1,38,NO APRENDIO,2
3163,1,3,15,5,NO APRENDIO,2
3164,5,2,11,45,NO APRENDIO,2
3165,5,2,2,30,NO APRENDIO,2
3166,2,3,6,40,NO APRENDIO,2
3167,1,1,7,22,NO APRENDIO,2
3168,2,1,5,20,NO APRENDIO,2
3169,3,2,17,44,NO APRENDIO,2
3170,6,2,16,1,NO APRENDIO,2
3171,6,3,5,12,APRENDIO,2
3172,1,1,10,10,NO APRENDIO,2
3173,5,2,27,22,NO APRENDIO,2
3174,2,2,16,27,NO APRENDIO,2
3175,3,1,7,44,NO APRENDIO,2
3176,3,1,20,12,NO APRENDIO,2
3177,5,1,11,11,NO APRENDIO,2
3178,6,1,25,35,NO APRENDIO,2
3179,4,3,22,38,NO APRENDIO,2
3180,1,3,10,35,NO APRENDIO,2
3181,5,3,10,46,NO APRENDIO,2
3182,3,1,28,30,NO APRENDIO,2
3183,1,2,3,35,NO APRENDIO,2
3184,6,1,20,23,NO APRENDIO,2
3185,4,3,1,45,NO APRENDIO,2
3186,2,1,13,42,NO APRENDIO,2
3187,4,3,6,11,APRENDIO,2
3188,2,1,22,13,NO APRENDIO,2
3189,4,1,13,15,NO APRENDIO,2
3190,1,3,15,11,NO APRENDIO,2
3191,4,3,24,44,NO APRENDIO,2
3192,5,1,14,2,NO APRENDIO,2
3193,6,1,17,39,NO APRENDIO,2
3194,3,3,21,33,NO APRENDIO,2
3195,6,1,5,4,NO APRENDIO,2
3196,1,1,15,35,NO APRENDIO,2
3197,5,1,1,23,NO APRENDIO,2
3198,5,2,1,44,NO APRENDIO,2
3199,3,1,1,48,NO APRENDIO,2
3200,3,1,14,8,NO APRENDIO,2
3201,6,2,20,11,NO APRENDIO,2
3202,1,3,3,40,NO APRENDIO,2
3203,6,3,12,1,NO APRENDIO,2
3204,5,3,7,4,APRENDIO,2
3205,2,1,13,9,NO APRENDIO,2
3206,5,3,28,17,NO APRENDIO,2
3207,2,1,3,31,NO APRENDIO,2
3208,6,1,13,50,NO APRENDIO,2
3209,5,3,6,4,APRENDIO,2
3210,1,2,17,15,NO APRENDIO,2
3211,6,1,30,33,NO APRENDIO,2
3212,4,3,4,26,APRENDIO,2
3213,6,2,9,24,NO APRENDIO,2
3214,1,1,3,42,NO APRENDIO,2
3215,1,2,17,49,NO APRENDIO,2
3216,1,2,14,23,NO APRENDIO,2
3217,1,3,13,6,NO APRENDIO,2
3218,1,3,13,1,NO APRENDIO,2
3219,3,2,2,35,NO APRENDIO,2
3220,3,2,4,12,APRENDIO,2
3221,1,1,21,1,NO APRENDIO,2
3222,4,2,10,1,NO APRENDIO,2
3223,3,3,29,47,NO APRENDIO,2
3224,2,2,6,50,NO APRENDIO,2
3225,1,3,24,3,NO APRENDIO,2
3226,5,3,20,49,NO APRENDIO,2
3227,4,3,24,27,NO APRENDIO,2
3228,3,2,18,7,NO APRENDIO,2
