grade,game,level,moves,time,result_test,result_game,time_per_move,move_efficiency
Sixth Grade,Hanoi,2,9,37,Failed,Failed,4.111111111111111,1.8
Second Grade,Hanoi,2,17,46,Failed,Failed,2.7058823529411766,3.4
Third Grade,Hanoi,1,18,47,Failed,Failed,2.611111111111111,4.5
First Grade,Hanoi,2,27,48,Failed,Failed,1.7777777777777777,5.4
Third Grade,Hanoi,1,6,32,Failed,Failed,5.333333333333333,1.5
Second Grade,Hanoi,1,15,39,Failed,Failed,2.6,3.75
Fourth Grade,Hanoi,1,28,33,Failed,Failed,1.1785714285714286,7.0
Second Grade,Hanoi,2,12,47,Failed,Failed,3.9166666666666665,2.4
First Grade,Hanoi,2,11,38,Failed,Failed,3.4545454545454546,2.2
First Grade,Hanoi,1,21,33,Failed,Failed,1.5714285714285714,5.25
First Grade,Hanoi,3,16,37,Failed,Failed,2.3125,1.7777777777777777
Fifth Grade,Hanoi,1,28,31,Failed,Failed,1.1071428571428572,7.0
Second Grade,Hanoi,2,12,25,Failed,Failed,2.0833333333333335,2.4
Fourth Grade,Hanoi,3,15,33,Failed,Failed,2.2,1.6666666666666667
Sixth Grade,Hanoi,2,7,15,Failed,Failed,2.142857142857143,1.4
Second Grade,Hanoi,2,8,37,Failed,Failed,4.625,1.6
Fifth Grade,Hanoi,2,22,29,Failed,Failed,1.3181818181818181,4.4
First Grade,Hanoi,1,19,48,Failed,Failed,2.526315789473684,4.75
First Grade,Hanoi,1,21,33,Failed,Failed,1.5714285714285714,5.25
Sixth Grade,Hanoi,2,9,46,Failed,Failed,5.111111111111111,1.8
Fifth Grade,Hanoi,2,8,40,Failed,Failed,5.0,1.6
Sixth Grade,Hanoi,3,28,47,Failed,Failed,1.6785714285714286,3.111111111111111
Third Grade,Hanoi,1,24,38,Failed,Failed,1.5833333333333333,6.0
Second Grade,Hanoi,3,26,48,Failed,Failed,1.8461538461538463,2.888888888888889
First Grade,Hanoi,1,18,37,Failed,Failed,2.0555555555555554,4.5
Fifth Grade,Hanoi,1,4,40,Failed,Failed,10.0,1.0
Sixth Grade,Hanoi,1,3,25,Failed,Failed,8.333333333333334,0.75
Sixth Grade,Hanoi,3,18,23,Failed,Failed,1.2777777777777777,2.0
Second Grade,Hanoi,3,19,44,Failed,Failed,2.3157894736842106,2.111111111111111
First Grade,Hanoi,1,22,45,Failed,Failed,2.0454545454545454,5.5
Sixth Grade,Hanoi,3,23,27,Failed,Failed,1.173913043478261,2.5555555555555554
First Grade,Hanoi,1,8,31,Failed,Failed,3.875,2.0
Sixth Grade,Hanoi,1,16,36,Failed,Failed,2.25,4.0
First Grade,Hanoi,1,13,44,Failed,Failed,3.3846153846153846,3.25
Fifth Grade,Hanoi,3,30,48,Failed,Failed,1.6,3.3333333333333335
Fifth Grade,Hanoi,2,11,40,Failed,Failed,3.6363636363636362,2.2
Sixth Grade,Hanoi,1,3,8,Passed,Passed,2.6666666666666665,0.75
Fourth Grade,Hanoi,3,18,40,Failed,Failed,2.2222222222222223,2.0
Sixth Grade,Hanoi,2,17,35,Failed,Failed,2.0588235294117645,3.4
Sixth Grade,Hanoi,3,19,34,Failed,Failed,1.7894736842105263,2.111111111111111
Third Grade,Hanoi,2,18,30,Failed,Failed,1.6666666666666667,3.6
Sixth Grade,Hanoi,1,5,48,Failed,Failed,9.6,1.25
Sixth Grade,Hanoi,1,12,33,Failed,Failed,2.75,3.0
Second Grade,Hanoi,1,21,37,Failed,Failed,1.7619047619047619,5.25
Fourth Grade,Hanoi,1,18,19,Failed,Failed,1.0555555555555556,4.5
First Grade,Hanoi,3,26,33,Failed,Failed,1.2692307692307692,2.888888888888889
Second Grade,Hanoi,3,25,33,Failed,Failed,1.32,2.7777777777777777
Fifth Grade,Hanoi,1,26,34,Failed,Failed,1.3076923076923077,6.5
Fifth Grade,Hanoi,2,26,39,Failed,Failed,1.5,5.2
Fifth Grade,Hanoi,2,15,38,Failed,Failed,2.533333333333333,3.0
Sixth Grade,Hanoi,2,9,22,Failed,Failed,2.4444444444444446,1.8
Second Grade,Hanoi,1,24,44,Failed,Failed,1.8333333333333333,6.0
Third Grade,Hanoi,1,27,45,Failed,Failed,1.6666666666666667,6.75
Third Grade,Hanoi,1,4,10,Passed,Failed,2.5,1.0
Second Grade,Hanoi,3,16,35,Failed,Failed,2.1875,1.7777777777777777
Sixth Grade,Hanoi,2,25,29,Failed,Failed,1.16,5.0
Sixth Grade,Hanoi,1,23,46,Failed,Failed,2.0,5.75
First Grade,Hanoi,2,15,50,Failed,Failed,3.3333333333333335,3.0
Third Grade,Hanoi,1,27,48,Failed,Failed,1.7777777777777777,6.75
Second Grade,Hanoi,1,3,8,Passed,Passed,2.6666666666666665,0.75
Second Grade,Hanoi,2,23,35,Failed,Failed,1.5217391304347827,4.6
Third Grade,Hanoi,1,11,17,Failed,Failed,1.5454545454545454,2.75
Second Grade,Hanoi,3,18,49,Failed,Failed,2.7222222222222223,2.0
Second Grade,Hanoi,2,11,24,Failed,Failed,2.1818181818181817,2.2
Second Grade,Hanoi,3,20,27,Failed,Failed,1.35,2.2222222222222223
Fourth Grade,Hanoi,1,19,25,Failed,Failed,1.3157894736842106,4.75
Third Grade,Hanoi,2,19,23,Failed,Failed,1.2105263157894737,3.8
Fifth Grade,Hanoi,1,24,46,Failed,Failed,1.9166666666666667,6.0
Sixth Grade,Hanoi,1,16,34,Failed,Failed,2.125,4.0
Third Grade,Hanoi,2,29,37,Failed,Failed,1.2758620689655173,5.8
Fifth Grade,Hanoi,1,30,30,Failed,Failed,1.0,7.5
First Grade,Hanoi,2,14,28,Failed,Failed,2.0,2.8
First Grade,Hanoi,1,29,43,Failed,Failed,1.4827586206896552,7.25
Sixth Grade,Hanoi,1,4,40,Failed,Failed,10.0,1.0
Third Grade,Hanoi,1,18,30,Failed,Failed,1.6666666666666667,4.5
Third Grade,Hanoi,1,25,43,Failed,Failed,1.72,6.25
Third Grade,Hanoi,2,15,45,Failed,Failed,3.0,3.0
Fifth Grade,Hanoi,2,15,26,Failed,Failed,1.7333333333333334,3.0
Fourth Grade,Hanoi,1,12,39,Failed,Failed,3.25,3.0
Fifth Grade,Hanoi,1,28,50,Failed,Failed,1.7857142857142858,7.0
Fifth Grade,Hanoi,3,26,42,Failed,Failed,1.6153846153846154,2.888888888888889
Third Grade,Hanoi,2,26,43,Failed,Failed,1.6538461538461537,5.2
Fifth Grade,Hanoi,2,14,47,Failed,Failed,3.357142857142857,2.8
Third Grade,Hanoi,3,26,26,Failed,Failed,1.0,2.888888888888889
Fourth Grade,Hanoi,3,25,42,Failed,Failed,1.68,2.7777777777777777
Fourth Grade,Hanoi,2,23,35,Failed,Failed,1.5217391304347827,4.6
Third Grade,Hanoi,3,20,24,Failed,Failed,1.2,2.2222222222222223
First Grade,Hanoi,3,20,38,Failed,Failed,1.9,2.2222222222222223
First Grade,Hanoi,2,13,28,Failed,Failed,2.1538461538461537,2.6
Sixth Grade,Hanoi,2,22,22,Failed,Failed,1.0,4.4
Sixth Grade,Hanoi,1,7,44,Failed,Failed,6.285714285714286,1.75
Third Grade,Hanoi,2,7,13,Failed,Failed,1.8571428571428572,1.4
Sixth Grade,Hanoi,1,12,48,Failed,Failed,4.0,3.0
First Grade,Hanoi,1,12,16,Failed,Failed,1.3333333333333333,3.0
Second Grade,Hanoi,2,15,48,Failed,Failed,3.2,3.0
Sixth Grade,Hanoi,1,8,31,Failed,Failed,3.875,2.0
Sixth Grade,Hanoi,1,21,30,Failed,Failed,1.4285714285714286,5.25
Sixth Grade,Hanoi,2,22,23,Failed,Failed,1.0454545454545454,4.4
Fourth Grade,Hanoi,2,10,27,Failed,Failed,2.7,2.0
Fourth Grade,Hanoi,2,11,41,Failed,Failed,3.727272727272727,2.2
Fifth Grade,Hanoi,1,14,44,Failed,Failed,3.142857142857143,3.5
Fourth Grade,Hanoi,1,20,22,Failed,Failed,1.1,5.0
Sixth Grade,Hanoi,2,22,29,Failed,Failed,1.3181818181818181,4.4
Third Grade,Hanoi,2,15,50,Failed,Failed,3.3333333333333335,3.0
Sixth Grade,Hanoi,1,5,45,Failed,Failed,9.0,1.25
Sixth Grade,Hanoi,1,20,47,Failed,Failed,2.35,5.0
Second Grade,Hanoi,1,26,42,Failed,Failed,1.6153846153846154,6.5
First Grade,Hanoi,1,28,41,Failed,Failed,1.4642857142857142,7.0
Sixth Grade,Hanoi,3,25,43,Failed,Failed,1.72,2.7777777777777777
Third Grade,Hanoi,1,11,18,Failed,Failed,1.6363636363636365,2.75
Fifth Grade,Hanoi,1,6,25,Failed,Failed,4.166666666666667,1.5
Third Grade,Hanoi,1,20,39,Failed,Failed,1.95,5.0
Fourth Grade,Hanoi,1,10,31,Failed,Failed,3.1,2.5
Sixth Grade,Hanoi,1,9,46,Failed,Failed,5.111111111111111,2.25
Fifth Grade,Hanoi,2,21,44,Failed,Failed,2.0952380952380953,4.2
Sixth Grade,Hanoi,2,18,32,Failed,Failed,1.7777777777777777,3.6
Second Grade,Hanoi,2,30,36,Failed,Failed,1.2,6.0
Third Grade,Hanoi,3,20,32,Failed,Failed,1.6,2.2222222222222223
Third Grade,Hanoi,3,26,46,Failed,Failed,1.7692307692307692,2.888888888888889
Third Grade,Hanoi,1,8,49,Failed,Failed,6.125,2.0
Fourth Grade,Hanoi,3,15,42,Failed,Failed,2.8,1.6666666666666667
Fifth Grade,Hanoi,2,11,16,Failed,Failed,1.4545454545454546,2.2
Fourth Grade,Hanoi,3,25,41,Failed,Failed,1.64,2.7777777777777777
First Grade,Hanoi,2,17,39,Failed,Failed,2.2941176470588234,3.4
First Grade,Hanoi,3,26,27,Failed,Failed,1.0384615384615385,2.888888888888889
Sixth Grade,Hanoi,2,23,44,Failed,Failed,1.9130434782608696,4.6
Second Grade,Hanoi,2,20,31,Failed,Failed,1.55,4.0
Second Grade,Hanoi,1,30,30,Failed,Failed,1.0,7.5
Sixth Grade,Hanoi,3,22,36,Failed,Failed,1.6363636363636365,2.4444444444444446
Fourth Grade,Hanoi,1,30,46,Failed,Failed,1.5333333333333334,7.5
Third Grade,Hanoi,2,21,43,Failed,Failed,2.0476190476190474,4.2
Second Grade,Hanoi,3,21,21,Failed,Failed,1.0,2.3333333333333335
Fifth Grade,Hanoi,1,9,16,Failed,Failed,1.7777777777777777,2.25
First Grade,Hanoi,1,9,43,Failed,Failed,4.777777777777778,2.25
Third Grade,Hanoi,2,11,15,Failed,Failed,1.3636363636363635,2.2
Sixth Grade,Hanoi,1,22,39,Failed,Failed,1.7727272727272727,5.5
Second Grade,Hanoi,3,28,36,Failed,Failed,1.2857142857142858,3.111111111111111
Fifth Grade,Hanoi,3,25,45,Failed,Failed,1.8,2.7777777777777777
Second Grade,Hanoi,2,16,40,Failed,Failed,2.5,3.2
Sixth Grade,Hanoi,1,9,32,Failed,Failed,3.5555555555555554,2.25
Second Grade,Hanoi,1,7,44,Failed,Failed,6.285714285714286,1.75
Fifth Grade,Hanoi,1,18,20,Failed,Failed,1.1111111111111112,4.5
Sixth Grade,Hanoi,3,16,22,Failed,Failed,1.375,1.7777777777777777
Second Grade,Hanoi,2,22,29,Failed,Failed,1.3181818181818181,4.4
Fifth Grade,Hanoi,1,27,37,Failed,Failed,1.3703703703703705,6.75
Third Grade,Hanoi,1,4,17,Failed,Failed,4.25,1.0
Fifth Grade,Hanoi,2,8,22,Failed,Failed,2.75,1.6
Second Grade,Hanoi,3,16,17,Failed,Failed,1.0625,1.7777777777777777
First Grade,Hanoi,2,11,32,Failed,Failed,2.909090909090909,2.2
Sixth Grade,Hanoi,1,27,43,Failed,Failed,1.5925925925925926,6.75
First Grade,Hanoi,2,25,36,Failed,Failed,1.44,5.0
Fifth Grade,Hanoi,2,7,44,Failed,Failed,6.285714285714286,1.4
First Grade,Hanoi,1,5,6,Failed,Failed,1.2,1.25
Third Grade,Hanoi,3,17,44,Failed,Failed,2.588235294117647,1.8888888888888888
Fifth Grade,Hanoi,3,21,38,Failed,Failed,1.8095238095238095,2.3333333333333335
Third Grade,Hanoi,3,15,16,Failed,Failed,1.0666666666666667,1.6666666666666667
Fourth Grade,Hanoi,1,21,31,Failed,Failed,1.4761904761904763,5.25
Second Grade,Hanoi,1,8,30,Failed,Failed,3.75,2.0
First Grade,Hanoi,2,15,15,Failed,Failed,1.0,3.0
Second Grade,Hanoi,2,22,50,Failed,Failed,2.272727272727273,4.4
Second Grade,Hanoi,2,28,30,Failed,Failed,1.0714285714285714,5.6
Second Grade,Hanoi,1,20,27,Failed,Failed,1.35,5.0
Fourth Grade,Hanoi,2,19,41,Failed,Failed,2.1578947368421053,3.8
Third Grade,Hanoi,3,19,37,Failed,Failed,1.9473684210526316,2.111111111111111
Third Grade,Hanoi,2,20,40,Failed,Failed,2.0,4.0
Second Grade,Hanoi,3,20,32,Failed,Failed,1.6,2.2222222222222223
Third Grade,Hanoi,2,15,21,Failed,Failed,1.4,3.0
Fifth Grade,Hanoi,2,14,44,Failed,Failed,3.142857142857143,2.8
Sixth Grade,Hanoi,3,28,49,Failed,Failed,1.75,3.111111111111111
Sixth Grade,Hanoi,2,13,40,Failed,Failed,3.076923076923077,2.6
Second Grade,Hanoi,2,18,22,Failed,Failed,1.2222222222222223,3.6
Third Grade,Hanoi,1,6,19,Failed,Failed,3.1666666666666665,1.5
Third Grade,Hanoi,2,26,47,Failed,Failed,1.8076923076923077,5.2
Second Grade,Hanoi,1,18,20,Failed,Failed,1.1111111111111112,4.5
Fourth Grade,Hanoi,1,16,35,Failed,Failed,2.1875,4.0
Second Grade,Hanoi,2,11,34,Failed,Failed,3.090909090909091,2.2
Second Grade,Hanoi,1,30,44,Failed,Failed,1.4666666666666666,7.5
Sixth Grade,Hanoi,1,7,39,Failed,Failed,5.571428571428571,1.75
Sixth Grade,Hanoi,2,14,25,Failed,Failed,1.7857142857142858,2.8
Second Grade,Hanoi,1,11,25,Failed,Failed,2.272727272727273,2.75
Sixth Grade,Hanoi,3,21,28,Failed,Failed,1.3333333333333333,2.3333333333333335
Third Grade,Hanoi,2,16,26,Failed,Failed,1.625,3.2
Fourth Grade,Hanoi,2,7,32,Failed,Failed,4.571428571428571,1.4
Second Grade,Hanoi,1,8,48,Failed,Failed,6.0,2.0
Sixth Grade,Hanoi,3,24,35,Failed,Failed,1.4583333333333333,2.6666666666666665
Second Grade,Hanoi,2,9,18,Failed,Failed,2.0,1.8
Second Grade,Hanoi,1,18,20,Failed,Failed,1.1111111111111112,4.5
Sixth Grade,Hanoi,2,21,42,Failed,Failed,2.0,4.2
Fourth Grade,Hanoi,2,23,35,Failed,Failed,1.5217391304347827,4.6
Fourth Grade,Hanoi,1,7,42,Failed,Failed,6.0,1.75
Fourth Grade,Hanoi,3,24,40,Failed,Failed,1.6666666666666667,2.6666666666666665
Second Grade,Hanoi,2,9,26,Failed,Failed,2.888888888888889,1.8
Fourth Grade,Hanoi,3,27,47,Failed,Failed,1.7407407407407407,3.0
First Grade,Hanoi,3,17,35,Failed,Failed,2.0588235294117645,1.8888888888888888
Third Grade,Hanoi,2,24,47,Failed,Failed,1.9583333333333333,4.8
Sixth Grade,Hanoi,1,23,43,Failed,Failed,1.8695652173913044,5.75
Fifth Grade,Hanoi,3,15,30,Failed,Failed,2.0,1.6666666666666667
Fifth Grade,Hanoi,1,17,48,Failed,Failed,2.823529411764706,4.25
Fifth Grade,Hanoi,1,12,18,Failed,Failed,1.5,3.0
First Grade,Hanoi,1,28,30,Failed,Failed,1.0714285714285714,7.0
First Grade,Hanoi,1,3,45,Failed,Failed,15.0,0.75
Fifth Grade,Hanoi,1,5,25,Failed,Failed,5.0,1.25
Fifth Grade,Hanoi,2,20,40,Failed,Failed,2.0,4.0
First Grade,Hanoi,2,12,21,Failed,Failed,1.75,2.4
Fifth Grade,Hanoi,1,26,27,Failed,Failed,1.0384615384615385,6.5
Sixth Grade,Hanoi,2,16,16,Failed,Failed,1.0,3.2
Second Grade,Hanoi,1,20,23,Failed,Failed,1.15,5.0
Sixth Grade,Hanoi,1,4,11,Passed,Failed,2.75,1.0
First Grade,Hanoi,1,15,48,Failed,Failed,3.2,3.75
Fourth Grade,Hanoi,2,8,37,Failed,Failed,4.625,1.6
First Grade,Hanoi,2,17,37,Failed,Failed,2.176470588235294,3.4
Fifth Grade,Hanoi,3,22,45,Failed,Failed,2.0454545454545454,2.4444444444444446
Fourth Grade,Hanoi,3,25,43,Failed,Failed,1.72,2.7777777777777777
Fifth Grade,Hanoi,2,23,24,Failed,Failed,1.0434782608695652,4.6
Third Grade,Hanoi,1,13,21,Failed,Failed,1.6153846153846154,3.25
First Grade,Hanoi,2,15,44,Failed,Failed,2.933333333333333,3.0
Sixth Grade,Hanoi,2,25,32,Failed,Failed,1.28,5.0
Fourth Grade,Hanoi,3,21,35,Failed,Failed,1.6666666666666667,2.3333333333333335
Fifth Grade,Hanoi,3,20,34,Failed,Failed,1.7,2.2222222222222223
Second Grade,Hanoi,1,27,49,Failed,Failed,1.8148148148148149,6.75
Second Grade,Hanoi,1,15,43,Failed,Failed,2.8666666666666667,3.75
Second Grade,Hanoi,2,8,41,Failed,Failed,5.125,1.6
Sixth Grade,Hanoi,3,24,45,Failed,Failed,1.875,2.6666666666666665
Fourth Grade,Hanoi,1,6,49,Failed,Failed,8.166666666666666,1.5
Fourth Grade,Hanoi,2,15,15,Failed,Failed,1.0,3.0
Third Grade,Hanoi,1,13,13,Failed,Failed,1.0,3.25
Sixth Grade,Hanoi,1,10,38,Failed,Failed,3.8,2.5
Sixth Grade,Hanoi,2,16,26,Failed,Failed,1.625,3.2
Second Grade,Hanoi,1,5,42,Failed,Failed,8.4,1.25
Fourth Grade,Hanoi,2,30,48,Failed,Failed,1.6,6.0
Third Grade,Hanoi,3,20,24,Failed,Failed,1.2,2.2222222222222223
Fifth Grade,Hanoi,1,4,19,Failed,Failed,4.75,1.0
Third Grade,Hanoi,2,17,28,Failed,Failed,1.6470588235294117,3.4
Third Grade,Hanoi,2,23,45,Failed,Failed,1.9565217391304348,4.6
Fifth Grade,Hanoi,3,17,47,Failed,Failed,2.764705882352941,1.8888888888888888
Fifth Grade,Hanoi,2,21,22,Failed,Failed,1.0476190476190477,4.2
Fourth Grade,Hanoi,1,6,21,Failed,Failed,3.5,1.5
Sixth Grade,Hanoi,1,26,37,Failed,Failed,1.4230769230769231,6.5
Fourth Grade,Hanoi,1,5,47,Failed,Failed,9.4,1.25
Fourth Grade,Hanoi,1,4,41,Failed,Failed,10.25,1.0
First Grade,Hanoi,2,27,47,Failed,Failed,1.7407407407407407,5.4
Fifth Grade,Hanoi,1,12,23,Failed,Failed,1.9166666666666667,3.0
Sixth Grade,Hanoi,1,26,39,Failed,Failed,1.5,6.5
Third Grade,Hanoi,1,17,17,Failed,Failed,1.0,4.25
Second Grade,Hanoi,2,13,24,Failed,Failed,1.8461538461538463,2.6
First Grade,Hanoi,2,17,24,Failed,Failed,1.411764705882353,3.4
Sixth Grade,Hanoi,3,24,28,Failed,Failed,1.1666666666666667,2.6666666666666665
Fifth Grade,Hanoi,3,19,40,Failed,Failed,2.1052631578947367,2.111111111111111
Sixth Grade,Hanoi,1,21,33,Failed,Failed,1.5714285714285714,5.25
Second Grade,Hanoi,2,16,40,Failed,Failed,2.5,3.2
Sixth Grade,Hanoi,2,13,45,Failed,Failed,3.4615384615384617,2.6
Fourth Grade,Hanoi,1,27,41,Failed,Failed,1.5185185185185186,6.75
Sixth Grade,Hanoi,3,24,34,Failed,Failed,1.4166666666666667,2.6666666666666665
Second Grade,Hanoi,1,6,28,Failed,Failed,4.666666666666667,1.5
Sixth Grade,Hanoi,3,29,39,Failed,Failed,1.3448275862068966,3.2222222222222223
Fourth Grade,Hanoi,1,17,17,Failed,Failed,1.0,4.25
First Grade,Hanoi,1,4,34,Failed,Failed,8.5,1.0
Sixth Grade,Hanoi,3,16,38,Failed,Failed,2.375,1.7777777777777777
Fifth Grade,Hanoi,1,16,17,Failed,Failed,1.0625,4.0
First Grade,Hanoi,2,30,43,Failed,Failed,1.4333333333333333,6.0
Fourth Grade,Hanoi,2,26,41,Failed,Failed,1.5769230769230769,5.2
Sixth Grade,Hanoi,1,24,24,Failed,Failed,1.0,6.0
Second Grade,Hanoi,2,8,45,Failed,Failed,5.625,1.6
Sixth Grade,Hanoi,3,16,49,Failed,Failed,3.0625,1.7777777777777777
Third Grade,Hanoi,1,21,46,Failed,Failed,2.1904761904761907,5.25
Third Grade,Hanoi,3,21,31,Failed,Failed,1.4761904761904763,2.3333333333333335
Third Grade,Hanoi,2,21,35,Failed,Failed,1.6666666666666667,4.2
Sixth Grade,Hanoi,1,27,44,Failed,Failed,1.6296296296296295,6.75
Second Grade,Hanoi,1,13,44,Failed,Failed,3.3846153846153846,3.25
Fifth Grade,Hanoi,1,6,12,Failed,Failed,2.0,1.5
Fourth Grade,Hanoi,3,21,35,Failed,Failed,1.6666666666666667,2.3333333333333335
Sixth Grade,Hanoi,1,26,29,Failed,Failed,1.1153846153846154,6.5
Second Grade,Hanoi,2,8,23,Failed,Failed,2.875,1.6
First Grade,Hanoi,3,26,39,Failed,Failed,1.5,2.888888888888889
Third Grade,Hanoi,1,26,36,Failed,Failed,1.3846153846153846,6.5
Fourth Grade,Hanoi,1,30,41,Failed,Failed,1.3666666666666667,7.5
Second Grade,Hanoi,1,26,26,Failed,Failed,1.0,6.5
Fourth Grade,Hanoi,2,11,45,Failed,Failed,4.090909090909091,2.2
Third Grade,Hanoi,2,11,43,Failed,Failed,3.909090909090909,2.2
Sixth Grade,Hanoi,3,24,27,Failed,Failed,1.125,2.6666666666666665
Second Grade,Hanoi,2,24,49,Failed,Failed,2.0416666666666665,4.8
Fifth Grade,Hanoi,1,9,31,Failed,Failed,3.4444444444444446,2.25
Second Grade,Hanoi,2,15,22,Failed,Failed,1.4666666666666666,3.0
Sixth Grade,Hanoi,1,20,28,Failed,Failed,1.4,5.0
Second Grade,Hanoi,2,13,29,Failed,Failed,2.230769230769231,2.6
Second Grade,Hanoi,1,13,32,Failed,Failed,2.4615384615384617,3.25
First Grade,Hanoi,2,20,21,Failed,Failed,1.05,4.0
First Grade,Hanoi,1,29,40,Failed,Failed,1.3793103448275863,7.25
Fourth Grade,Hanoi,3,19,42,Failed,Failed,2.210526315789474,2.111111111111111
First Grade,Hanoi,2,24,35,Failed,Failed,1.4583333333333333,4.8
Fourth Grade,Hanoi,2,23,50,Failed,Failed,2.1739130434782608,4.6
First Grade,Hanoi,3,15,25,Failed,Failed,1.6666666666666667,1.6666666666666667
Third Grade,Hanoi,2,28,31,Failed,Failed,1.1071428571428572,5.6
Sixth Grade,Hanoi,2,11,44,Failed,Failed,4.0,2.2
First Grade,Hanoi,1,12,37,Failed,Failed,3.0833333333333335,3.0
Third Grade,Hanoi,2,16,18,Failed,Failed,1.125,3.2
Third Grade,Hanoi,3,19,44,Failed,Failed,2.3157894736842106,2.111111111111111
First Grade,Hanoi,3,30,36,Failed,Failed,1.2,3.3333333333333335
First Grade,Hanoi,1,20,46,Failed,Failed,2.3,5.0
Fifth Grade,Hanoi,2,18,24,Failed,Failed,1.3333333333333333,3.6
Second Grade,Hanoi,1,15,46,Failed,Failed,3.066666666666667,3.75
Sixth Grade,Hanoi,1,14,30,Failed,Failed,2.142857142857143,3.5
Fifth Grade,Hanoi,2,10,48,Failed,Failed,4.8,2.0
Sixth Grade,Hanoi,2,12,14,Failed,Failed,1.1666666666666667,2.4
Fifth Grade,Hanoi,1,11,42,Failed,Failed,3.8181818181818183,2.75
Fifth Grade,Hanoi,2,17,25,Failed,Failed,1.4705882352941178,3.4
Fourth Grade,Hanoi,2,7,20,Failed,Failed,2.857142857142857,1.4
Second Grade,Hanoi,1,22,30,Failed,Failed,1.3636363636363635,5.5
Sixth Grade,Hanoi,1,6,14,Failed,Failed,2.3333333333333335,1.5
Fourth Grade,Hanoi,2,26,50,Failed,Failed,1.9230769230769231,5.2
Second Grade,Hanoi,1,7,23,Failed,Failed,3.2857142857142856,1.75
Fourth Grade,Hanoi,2,9,17,Failed,Failed,1.8888888888888888,1.8
Fifth Grade,Hanoi,2,26,34,Failed,Failed,1.3076923076923077,5.2
Second Grade,Hanoi,3,19,49,Failed,Failed,2.5789473684210527,2.111111111111111
Third Grade,Hanoi,2,21,48,Failed,Failed,2.2857142857142856,4.2
Fifth Grade,Hanoi,2,26,28,Failed,Failed,1.0769230769230769,5.2
Fourth Grade,Hanoi,2,27,33,Failed,Failed,1.2222222222222223,5.4
First Grade,Hanoi,2,25,43,Failed,Failed,1.72,5.0
Third Grade,Hanoi,1,22,23,Failed,Failed,1.0454545454545454,5.5
Third Grade,Hanoi,1,10,24,Failed,Failed,2.4,2.5
Fourth Grade,Hanoi,3,20,40,Failed,Failed,2.0,2.2222222222222223
Sixth Grade,Hanoi,3,30,38,Failed,Failed,1.2666666666666666,3.3333333333333335
Fourth Grade,Hanoi,3,17,24,Failed,Failed,1.411764705882353,1.8888888888888888
Fourth Grade,Hanoi,1,13,49,Failed,Failed,3.769230769230769,3.25
Sixth Grade,Hanoi,3,20,36,Failed,Failed,1.8,2.2222222222222223
First Grade,Hanoi,1,8,47,Failed,Failed,5.875,2.0
Second Grade,Hanoi,1,5,25,Failed,Failed,5.0,1.25
Second Grade,Hanoi,1,12,30,Failed,Failed,2.5,3.0
Fourth Grade,Hanoi,3,15,39,Failed,Failed,2.6,1.6666666666666667
Second Grade,Hanoi,1,22,48,Failed,Failed,2.1818181818181817,5.5
Second Grade,Hanoi,2,30,35,Failed,Failed,1.1666666666666667,6.0
Fifth Grade,Hanoi,3,15,19,Failed,Failed,1.2666666666666666,1.6666666666666667
Fifth Grade,Hanoi,3,25,34,Failed,Failed,1.36,2.7777777777777777
First Grade,Hanoi,3,19,37,Failed,Failed,1.9473684210526316,2.111111111111111
Sixth Grade,Hanoi,3,20,39,Failed,Failed,1.95,2.2222222222222223
Fifth Grade,Hanoi,1,26,39,Failed,Failed,1.5,6.5
Fifth Grade,Hanoi,3,16,25,Failed,Failed,1.5625,1.7777777777777777
Sixth Grade,Hanoi,2,7,19,Failed,Failed,2.7142857142857144,1.4
Third Grade,Hanoi,2,9,43,Failed,Failed,4.777777777777778,1.8
Fifth Grade,Hanoi,2,10,18,Failed,Failed,1.8,2.0
Sixth Grade,Hanoi,1,17,27,Failed,Failed,1.588235294117647,4.25
Fifth Grade,Hanoi,2,12,32,Failed,Failed,2.6666666666666665,2.4
First Grade,Hanoi,2,24,24,Failed,Failed,1.0,4.8
Second Grade,Hanoi,3,21,39,Failed,Failed,1.8571428571428572,2.3333333333333335
First Grade,Hanoi,1,20,27,Failed,Failed,1.35,5.0
Fourth Grade,Hanoi,1,11,46,Failed,Failed,4.181818181818182,2.75
Second Grade,Hanoi,1,21,27,Failed,Failed,1.2857142857142858,5.25
Third Grade,Hanoi,2,8,8,Failed,Failed,1.0,1.6
Fifth Grade,Hanoi,1,24,25,Failed,Failed,1.0416666666666667,6.0
Sixth Grade,Hanoi,2,27,45,Failed,Failed,1.6666666666666667,5.4
Sixth Grade,Hanoi,3,16,43,Failed,Failed,2.6875,1.7777777777777777
First Grade,Hanoi,3,15,43,Failed,Failed,2.8666666666666667,1.6666666666666667
Third Grade,Hanoi,1,9,22,Failed,Failed,2.4444444444444446,2.25
Third Grade,Hanoi,2,12,44,Failed,Failed,3.6666666666666665,2.4
Third Grade,Hanoi,2,19,24,Failed,Failed,1.263157894736842,3.8
Fourth Grade,Hanoi,2,7,19,Failed,Failed,2.7142857142857144,1.4
Fourth Grade,Hanoi,1,19,26,Failed,Failed,1.368421052631579,4.75
Fourth Grade,Hanoi,2,30,43,Failed,Failed,1.4333333333333333,6.0
First Grade,Hanoi,1,6,9,Failed,Failed,1.5,1.5
